title,artist,year,decade,categories,social_singing,original_vocal,possible_duplicate,match_confidence,needs_review,notes,raw_input
Classic,Mkto,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 - Sunfly Hits August 2014  (Re-Post) - KaraokeRG\SF342-15 - MKTO - Classic.mp3
Rude,Magic!,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 - Sunfly Hits August 2014  (Re-Post) - KaraokeRG\SF342-16 - Magic! - Rude.cdg
Rude,Magic!,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 - Sunfly Hits August 2014  (Re-Post) - KaraokeRG\SF342-16 - Magic! - Rude.mp3
Uptight Downtown,La Roux,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 - Sunfly Hits August 2014  (Re-Post) - KaraokeRG\SF342-17 - La Roux - Uptight Downtown.mp3
Try,Dolly Parton,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 - Sunfly Hits August 2014  (Re-Post) - KaraokeRG\SF342-18 - Dolly Parton - Try.mp3
Somebody To You,Vamps & Demi Lovato,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-01 - Vamps & Demi Lovato - Somebody To You.cdg
Somebody To You,Vamps & Demi Lovato,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-01 - Vamps & Demi Lovato - Somebody To You.mp3
Don't,Ed Sheeran,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-02 - Ed Sheeran - Don't.cdg
Don't,Ed Sheeran,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-02 - Ed Sheeran - Don't.mp3
Tonight (We Live Forever),Union J,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; kept We Live Forever as version tag; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-03 - Union J - Tonight (We Live Forever).cdg
Tonight (We Live Forever),Union J,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; kept We Live Forever as version tag; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-03 - Union J - Tonight (We Live Forever).mp3
Love Runs Out,OneRepublic,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-04 - OneRepublic - Love Runs Out.cdg
Love Runs Out,OneRepublic,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-04 - OneRepublic - Love Runs Out.mp3
Maps,Maroon,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-05 - Maroon 5 - Maps.cdg
Maps,Maroon,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-05 - Maroon 5 - Maps.mp3
Chandelier,Sia,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-06 - Sia - Chandelier.cdg
Chandelier,Sia,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-06 - Sia - Chandelier.mp3
What Are You Waiting For,Saturdays,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-07 - Saturdays - What Are You Waiting For.cdg
What Are You Waiting For,Saturdays,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-07 - Saturdays - What Are You Waiting For.mp3
Make The World Go Round,DJ Cassidy & R Kelly,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-08 - DJ Cassidy & R Kelly - Make The World Go Round.cdg
Make The World Go Round,DJ Cassidy & R Kelly,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-08 - DJ Cassidy & R Kelly - Make The World Go Round.mp3
Black Widow,Iggy Azalea & Rita Ora,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-09 - Iggy Azalea & Rita Ora - Black Widow.cdg
Black Widow,Iggy Azalea & Rita Ora,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-09 - Iggy Azalea & Rita Ora - Black Widow.mp3
Shades Of Cool,Lana Del Rey,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-10 - Lana Del Rey - Shades Of Cool.cdg
Shades Of Cool,Lana Del Rey,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-10 - Lana Del Rey - Shades Of Cool.mp3
Me And My Broken Heart,Rixton,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-11 - Rixton - Me And My Broken Heart.cdg
Me And My Broken Heart,Rixton,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-11 - Rixton - Me And My Broken Heart.mp3
Amnesia,5 Seconds Of Summer,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-12 - 5 Seconds Of Summer - Amnesia.cdg
Amnesia,5 Seconds Of Summer,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-12 - 5 Seconds Of Summer - Amnesia.mp3
Glorious,Foxes,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-13 - Foxes - Glorious.cdg
Glorious,Foxes,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-13 - Foxes - Glorious.mp3
Am I Wrong,Nico & Vinz,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-14 - Nico & Vinz - Am I Wrong.cdg
Am I Wrong,Nico & Vinz,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-14 - Nico & Vinz - Am I Wrong.mp3
Classic,Mkto,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-15 - MKTO - Classic.cdg
Classic,Mkto,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-15 - MKTO - Classic.mp3
Rude,Magic!,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-16 - Magic! - Rude.cdg
Rude,Magic!,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-16 - Magic! - Rude.mp3
Uptight Downtown,La Roux,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-17 - La Roux - Uptight Downtown.cdg
Uptight Downtown,La Roux,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-17 - La Roux - Uptight Downtown.mp3
Try,Dolly Parton,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-18 - Dolly Parton - Try.cdg
Try,Dolly Parton,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF342 Sunfly Karaoke August 2014 - KaraokeRG\SF342-18 - Dolly Parton - Try.mp3
Shake It Off,Taylor Swift,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-01 - Taylor Swift - Shake It Off.mp3
Blame,Calvin Harris & John Newman,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-02 - Calvin Harris & John Newman - Blame.mp3
Glow,Ella Henderson,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-03 - Ella Henderson - Glow.mp3
Oh Cecilia,Vamps & Shawn Mendes,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed bracketed junk; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-04 - Vamps & Shawn Mendes - Oh Cecilia (Breaking My Heart).mp3
Anaconda,Nicki Minaj,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-05 - Nicki Minaj - Anaconda.mp3
Geronimo,Sheppard,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-06 - Sheppard - Geronimo.mp3
Bang Bang,Jessie J & Ariana Grande & Nicki Minaj,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-07 - Jessie J & Ariana Grande & Nicki Minaj - Bang Bang.mp3
Say You Love Me,Jessie Ware,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-08 - Jessie Ware - Say You Love Me.mp3
All About That Bass,Meghan Trainor,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-09 - Meghan Trainor - All About That Bass.cdg
All About That Bass,Meghan Trainor,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-09 - Meghan Trainor - All About That Bass.mp3
On The Rocks,Nicole Scherzinger,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-10 - Nicole Scherzinger - On The Rocks.mp3
10 Million People,Example,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-11 - Example - 10 Million People.mp3
Let It Be,Labrinth,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-12 - Labrinth - Let It Be.mp3
Bailando,Enrique Iglesias & Sean Paul & Gente De Zona & Descemer Bueno,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-13 - Enrique Iglesias & Sean Paul & Gente De Zona & Descemer Bueno - Bailando.mp3
Lullaby,Professor Green & Tori Kelly,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-14 - Professor Green & Tori Kelly - Lullaby.mp3
New Flame,Chris Brown & Usher & Rick Ross,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-15 - Chris Brown & Usher & Rick Ross - New Flame.mp3
Ugly Heart,G.r.l,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-16 - G.R.L. - Ugly Heart.mp3
Prayer In C,Lilly Wood & The Prick & Robin Schulz,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-17 - Lilly Wood & The Prick & Robin Schulz - Prayer In C.mp3
Comeback,Ella Eyre,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF344 - Sunfly Hits October 2014 - KaraokeRG\SF344-18 - Ella Eyre - Comeback.mp3
Steal My Girl,One Direction,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-02 - One Direction - Steal My Girl.mp3
Something From Nothing,Foo Fighters,,,,,,Yes,Medium,Yes,removed path fragments; removed file extension; removed machine code; assumed artist - title order; removed exact duplicate,D:\Karaoke\new\1-4-15\SF345 - Sunfly Hits November 2014 - KaraokeRG\SF345-03 - Foo Fighters - Something From Nothing.mp3
